hour_instant,dteday,hr,holiday,workingday,weathersit,temp,hum,windspeed,hour_count,instant_y,season,weekday,day_count,is_weekend,hour_to_day_ratio,time_category,temp_category
14782,2012-09-13,2,0,1,1,0.54,0.77,0.0,9,622,3,4,7804,Weekday,0.0011532547411583804,Off-Peak Hours,Medium
14783,2012-09-13,3,0,1,1,0.52,0.83,0.0,11,622,3,4,7804,Weekday,0.0014095335725269093,Off-Peak Hours,Medium
14784,2012-09-13,4,0,1,1,0.52,0.83,0.0,6,622,3,4,7804,Weekday,0.0007688364941055869,Off-Peak Hours,Medium
14785,2012-09-13,5,0,1,1,0.52,0.83,0.0,57,622,3,4,7804,Weekday,0.007303946694003075,Off-Peak Hours,Medium
14786,2012-09-13,6,0,1,1,0.5,0.82,0.0,195,622,3,4,7804,Weekday,0.024987186058431574,Off-Peak Hours,Medium
14787,2012-09-13,7,0,1,1,0.54,0.77,0.0,571,622,3,4,7804,Weekday,0.07316760635571502,Peak Hours,Medium
14788,2012-09-13,8,0,1,1,0.56,0.73,0.0,758,622,3,4,7804,Weekday,0.09712967708867247,Peak Hours,Medium
14789,2012-09-13,9,0,1,1,0.6,0.64,0.0896,338,622,3,4,7804,Weekday,0.04331112250128139,Peak Hours,Medium
14790,2012-09-13,10,0,1,1,0.64,0.61,0.0896,212,622,3,4,7804,Weekday,0.02716555612506407,Off-Peak Hours,Medium
14791,2012-09-13,11,0,1,1,0.66,0.5,0.1642,254,622,3,4,7804,Weekday,0.03254741158380318,Off-Peak Hours,Medium
14792,2012-09-13,12,0,1,1,0.68,0.44,0.1045,297,622,3,4,7804,Weekday,0.03805740645822655,Off-Peak Hours,High
14793,2012-09-13,13,0,1,1,0.7,0.42,0.0,283,622,3,4,7804,Weekday,0.03626345463864685,Off-Peak Hours,High
14794,2012-09-13,14,0,1,1,0.72,0.39,0.1343,274,622,3,4,7804,Weekday,0.03511019989748847,Off-Peak Hours,High
14795,2012-09-13,15,0,1,1,0.72,0.42,0.1045,352,622,3,4,7804,Weekday,0.0451050743208611,Off-Peak Hours,High
14796,2012-09-13,16,0,1,1,0.72,0.39,0.0896,491,622,3,4,7804,Weekday,0.06291645310097387,Off-Peak Hours,High
14797,2012-09-13,17,0,1,1,0.72,0.42,0.194,884,622,3,4,7804,Weekday,0.1132752434648898,Peak Hours,High
14798,2012-09-13,18,0,1,1,0.68,0.57,0.2537,852,622,3,4,7804,Weekday,0.10917478216299334,Peak Hours,High
14799,2012-09-13,19,0,1,1,0.64,0.65,0.1343,674,622,3,4,7804,Weekday,0.08636596617119426,Peak Hours,Medium
14800,2012-09-13,20,0,1,1,0.62,0.69,0.1045,463,622,3,4,7804,Weekday,0.059328549461814456,Off-Peak Hours,Medium
14801,2012-09-13,21,0,1,1,0.62,0.65,0.1045,317,622,3,4,7804,Weekday,0.04062019477191184,Off-Peak Hours,Medium
14802,2012-09-13,22,0,1,1,0.6,0.69,0.1343,251,622,3,4,7804,Weekday,0.032162993336750385,Off-Peak Hours,Medium
14803,2012-09-13,23,0,1,1,0.58,0.73,0.1045,170,622,3,4,7804,Weekday,0.02178370066632496,Off-Peak Hours,Medium
14804,2012-09-14,0,0,1,1,0.56,0.73,0.0896,87,623,3,5,8009,Weekday,0.010862779373205143,Off-Peak Hours,Medium
14805,2012-09-14,1,0,1,1,0.56,0.73,0.0896,41,623,3,5,8009,Weekday,0.005119240854039206,Off-Peak Hours,Medium
14806,2012-09-14,2,0,1,1,0.56,0.73,0.0,30,623,3,5,8009,Weekday,0.0037457859907603945,Off-Peak Hours,Medium
14807,2012-09-14,3,0,1,1,0.54,0.77,0.0,14,623,3,5,8009,Weekday,0.0017480334623548508,Off-Peak Hours,Medium
14808,2012-09-14,4,0,1,1,0.54,0.77,0.0,12,623,3,5,8009,Weekday,0.0014983143963041578,Off-Peak Hours,Medium
14809,2012-09-14,5,0,1,1,0.54,0.83,0.0,41,623,3,5,8009,Weekday,0.005119240854039206,Off-Peak Hours,Medium
14810,2012-09-14,6,0,1,1,0.54,0.88,0.0,152,623,3,5,8009,Weekday,0.018978649019852665,Off-Peak Hours,Medium
14811,2012-09-14,7,0,1,2,0.56,0.88,0.0,454,623,3,5,8009,Weekday,0.0566862279935073,Peak Hours,Medium
14812,2012-09-14,8,0,1,2,0.6,0.78,0.1642,766,623,3,5,8009,Weekday,0.09564240229741541,Peak Hours,Medium
14813,2012-09-14,9,0,1,2,0.62,0.78,0.1642,347,623,3,5,8009,Weekday,0.04332625795979523,Peak Hours,Medium
14814,2012-09-14,10,0,1,2,0.68,0.65,0.0,246,623,3,5,8009,Weekday,0.030715445124235234,Off-Peak Hours,High
14815,2012-09-14,11,0,1,2,0.68,0.61,0.1045,280,623,3,5,8009,Weekday,0.034960669247097016,Off-Peak Hours,High
14816,2012-09-14,12,0,1,2,0.7,0.54,0.194,409,623,3,5,8009,Weekday,0.051067549007366715,Off-Peak Hours,High
14817,2012-09-14,13,0,1,2,0.7,0.54,0.194,408,623,3,5,8009,Weekday,0.050942689474341364,Off-Peak Hours,High
14818,2012-09-14,14,0,1,2,0.72,0.45,0.1642,371,623,3,5,8009,Weekday,0.04632288675240354,Off-Peak Hours,High
14819,2012-09-14,15,0,1,2,0.72,0.48,0.1343,367,623,3,5,8009,Weekday,0.04582344862030216,Off-Peak Hours,High
14820,2012-09-14,16,0,1,2,0.72,0.51,0.0,563,623,3,5,8009,Weekday,0.07029591709327007,Off-Peak Hours,High
14821,2012-09-14,17,0,1,1,0.72,0.51,0.194,894,623,3,5,8009,Weekday,0.11162442252465976,Peak Hours,High
14822,2012-09-14,18,0,1,1,0.72,0.45,0.2239,808,623,3,5,8009,Weekday,0.10088650268447996,Peak Hours,High
14823,2012-09-14,19,0,1,1,0.68,0.57,0.1642,579,623,3,5,8009,Weekday,0.07229366962167562,Peak Hours,High
14824,2012-09-14,20,0,1,1,0.66,0.61,0.1045,404,623,3,5,8009,Weekday,0.05044325134223998,Off-Peak Hours,Medium
14825,2012-09-14,21,0,1,1,0.64,0.73,0.2239,312,623,3,5,8009,Weekday,0.0389561743039081,Off-Peak Hours,Medium
14826,2012-09-14,22,0,1,1,0.62,0.83,0.194,229,623,3,5,8009,Weekday,0.028592833062804347,Off-Peak Hours,Medium
14827,2012-09-14,23,0,1,1,0.62,0.78,0.0896,195,623,3,5,8009,Weekday,0.024347608939942565,Off-Peak Hours,Medium
14828,2012-09-15,0,0,0,1,0.6,0.83,0.1045,207,624,3,6,8714,Weekend,0.023754877209088823,Off-Peak Hours,Medium
14829,2012-09-15,1,0,0,1,0.6,0.73,0.0,109,624,3,6,8714,Weekend,0.01250860683956851,Off-Peak Hours,Medium
14830,2012-09-15,2,0,0,1,0.58,0.78,0.1045,93,624,3,6,8714,Weekend,0.010672481064952949,Off-Peak Hours,Medium
14831,2012-09-15,3,0,0,1,0.6,0.73,0.2537,37,624,3,6,8714,Weekend,0.0042460408537984854,Off-Peak Hours,Medium
14832,2012-09-15,4,0,0,2,0.6,0.69,0.3582,6,624,3,6,8714,Weekend,0.0006885471654808355,Off-Peak Hours,Medium
14833,2012-09-15,5,0,0,1,0.58,0.6,0.5224,16,624,3,6,8714,Weekend,0.0018361257746155612,Off-Peak Hours,Medium
14834,2012-09-15,6,0,0,1,0.54,0.49,0.4179,33,624,3,6,8714,Weekend,0.003787009410144595,Off-Peak Hours,Medium
14835,2012-09-15,7,0,0,1,0.54,0.52,0.2836,73,624,3,6,8714,Weekend,0.008377323846683498,Peak Hours,Medium
14836,2012-09-15,8,0,0,1,0.56,0.49,0.4179,212,624,3,6,8714,Weekend,0.024328666513656186,Peak Hours,Medium
14837,2012-09-15,9,0,0,1,0.6,0.43,0.4179,342,624,3,6,8714,Weekend,0.03924718843240762,Peak Hours,Medium
14838,2012-09-15,10,0,0,1,0.62,0.41,0.3881,442,624,3,6,8714,Weekend,0.05072297452375488,Off-Peak Hours,Medium
14839,2012-09-15,11,0,0,1,0.64,0.38,0.3881,627,624,3,6,8714,Weekend,0.0719531787927473,Off-Peak Hours,Medium
14840,2012-09-15,12,0,0,1,0.66,0.36,0.3582,706,624,3,6,8714,Weekend,0.08101904980491163,Off-Peak Hours,Medium
14841,2012-09-15,13,0,0,1,0.68,0.36,0.194,704,624,3,6,8714,Weekend,0.08078953408308469,Off-Peak Hours,High
14842,2012-09-15,14,0,0,1,0.68,0.34,0.3284,715,624,3,6,8714,Weekend,0.08205187055313289,Off-Peak Hours,High
14843,2012-09-15,15,0,0,2,0.68,0.34,0.2836,654,624,3,6,8714,Weekend,0.07505164103741106,Off-Peak Hours,High
14844,2012-09-15,16,0,0,2,0.66,0.36,0.2239,783,624,3,6,8714,Weekend,0.08985540509524903,Off-Peak Hours,Medium
14845,2012-09-15,17,0,0,2,0.66,0.36,0.2537,729,624,3,6,8714,Weekend,0.0836584806059215,Peak Hours,Medium
14846,2012-09-15,18,0,0,2,0.64,0.36,0.2836,614,624,3,6,8714,Weekend,0.07046132660087216,Peak Hours,Medium
14847,2012-09-15,19,0,0,1,0.62,0.41,0.1642,478,624,3,6,8714,Weekend,0.05485425751663989,Peak Hours,Medium
14848,2012-09-15,20,0,0,1,0.6,0.43,0.0896,330,624,3,6,8714,Weekend,0.03787009410144595,Off-Peak Hours,Medium
14849,2012-09-15,21,0,0,1,0.56,0.52,0.1045,296,624,3,6,8714,Weekend,0.033968326830387884,Off-Peak Hours,Medium
14850,2012-09-15,22,0,0,1,0.56,0.52,0.0,279,624,3,6,8714,Weekend,0.03201744319485885,Off-Peak Hours,Medium
14851,2012-09-15,23,0,0,1,0.54,0.6,0.0,229,624,3,6,8714,Weekend,0.02627955014918522,Off-Peak Hours,Medium
14852,2012-09-16,0,0,0,1,0.54,0.64,0.0,151,625,3,0,7333,Weekend,0.02059184508386745,Off-Peak Hours,Medium
14853,2012-09-16,1,0,0,1,0.54,0.64,0.0,117,625,3,0,7333,Weekend,0.01595527069412246,Off-Peak Hours,Medium
14854,2012-09-16,2,0,0,1,0.52,0.63,0.0,89,625,3,0,7333,Weekend,0.01213691531433247,Off-Peak Hours,Medium
14855,2012-09-16,3,0,0,1,0.5,0.68,0.0,48,625,3,0,7333,Weekend,0.006545752079639984,Off-Peak Hours,Medium
14856,2012-09-16,4,0,0,1,0.5,0.72,0.0,8,625,3,0,7333,Weekend,0.0010909586799399973,Off-Peak Hours,Medium
14857,2012-09-16,5,0,0,1,0.5,0.72,0.0,13,625,3,0,7333,Weekend,0.0017728078549024955,Off-Peak Hours,Medium
14858,2012-09-16,6,0,0,1,0.5,0.72,0.0,35,625,3,0,7333,Weekend,0.0047729442247374885,Off-Peak Hours,Medium
14859,2012-09-16,7,0,0,1,0.5,0.77,0.1045,71,625,3,0,7333,Weekend,0.009682258284467476,Peak Hours,Medium
14860,2012-09-16,8,0,0,1,0.54,0.64,0.1642,128,625,3,0,7333,Weekend,0.017455338879039956,Peak Hours,Medium
14861,2012-09-16,9,0,0,1,0.58,0.6,0.1343,296,625,3,0,7333,Weekend,0.0403654711577799,Peak Hours,Medium
14862,2012-09-16,10,0,0,1,0.62,0.5,0.1045,490,625,3,0,7333,Weekend,0.06682121914632483,Off-Peak Hours,Medium
14863,2012-09-16,11,0,0,1,0.64,0.47,0.1642,559,625,3,0,7333,Weekend,0.07623073776080731,Off-Peak Hours,Medium
14864,2012-09-16,12,0,0,1,0.66,0.44,0.1642,656,625,3,0,7333,Weekend,0.08945861175507977,Off-Peak Hours,Medium
14865,2012-09-16,13,0,0,1,0.64,0.41,0.1642,694,625,3,0,7333,Weekend,0.09464066548479476,Off-Peak Hours,Medium
14866,2012-09-16,14,0,0,1,0.66,0.39,0.1343,635,625,3,0,7333,Weekend,0.08659484522023729,Off-Peak Hours,Medium
14867,2012-09-16,15,0,0,1,0.64,0.41,0.1642,557,625,3,0,7333,Weekend,0.0759579980908223,Off-Peak Hours,Medium
14868,2012-09-16,16,0,0,1,0.64,0.44,0.1642,596,625,3,0,7333,Weekend,0.0812764216555298,Off-Peak Hours,Medium
14869,2012-09-16,17,0,0,1,0.66,0.41,0.0,570,625,3,0,7333,Weekend,0.0777308059457248,Peak Hours,Medium
14870,2012-09-16,18,0,0,1,0.62,0.5,0.1642,481,625,3,0,7333,Weekend,0.06559389063139233,Peak Hours,Medium
14871,2012-09-16,19,0,0,1,0.62,0.5,0.1343,403,625,3,0,7333,Weekend,0.05495704350197736,Peak Hours,Medium
14872,2012-09-16,20,0,0,1,0.6,0.53,0.1045,324,625,3,0,7333,Weekend,0.04418382653756989,Off-Peak Hours,Medium
14873,2012-09-16,21,0,0,1,0.6,0.56,0.1045,191,625,3,0,7333,Weekend,0.026046638483567437,Off-Peak Hours,Medium
14874,2012-09-16,22,0,0,1,0.56,0.68,0.0896,127,625,3,0,7333,Weekend,0.017318969044047457,Off-Peak Hours,Medium
14875,2012-09-16,23,0,0,1,0.54,0.68,0.1045,94,625,3,0,7333,Weekend,0.012818764489294967,Off-Peak Hours,Medium
14876,2012-09-17,0,0,1,1,0.54,0.68,0.1642,45,626,3,1,6869,Weekday,0.006551171931867812,Off-Peak Hours,Medium
14877,2012-09-17,1,0,1,1,0.52,0.72,0.0896,21,626,3,1,6869,Weekday,0.0030572135682049788,Off-Peak Hours,Medium
14878,2012-09-17,2,0,1,1,0.52,0.72,0.0,13,626,3,1,6869,Weekday,0.001892560780317368,Off-Peak Hours,Medium
14879,2012-09-17,3,0,1,1,0.5,0.77,0.0896,7,626,3,1,6869,Weekday,0.0010190711894016596,Off-Peak Hours,Medium
14880,2012-09-17,4,0,1,1,0.5,0.77,0.0,11,626,3,1,6869,Weekday,0.001601397583345465,Off-Peak Hours,Medium
14881,2012-09-17,5,0,1,1,0.48,0.82,0.0896,45,626,3,1,6869,Weekday,0.006551171931867812,Off-Peak Hours,Medium
14882,2012-09-17,6,0,1,1,0.48,0.82,0.0,164,626,3,1,6869,Weekday,0.023875382151696024,Off-Peak Hours,Medium
14883,2012-09-17,7,0,1,1,0.52,0.77,0.0,492,626,3,1,6869,Weekday,0.07162614645508808,Peak Hours,Medium
14884,2012-09-17,8,0,1,1,0.54,0.77,0.0896,683,626,3,1,6869,Weekday,0.0994322317659048,Peak Hours,Medium
14885,2012-09-17,9,0,1,1,0.58,0.68,0.1343,299,626,3,1,6869,Weekday,0.04352889794729946,Peak Hours,Medium
14886,2012-09-17,10,0,1,2,0.62,0.65,0.194,202,626,3,1,6869,Weekday,0.029407482894162177,Off-Peak Hours,Medium
14887,2012-09-17,11,0,1,2,0.62,0.69,0.2239,252,626,3,1,6869,Weekday,0.03668656281845974,Off-Peak Hours,Medium
14888,2012-09-17,12,0,1,2,0.62,0.69,0.194,295,626,3,1,6869,Weekday,0.042946571553355656,Off-Peak Hours,Medium
14889,2012-09-17,13,0,1,1,0.64,0.65,0.2537,343,626,3,1,6869,Weekday,0.049934488280681325,Off-Peak Hours,Medium
14890,2012-09-17,14,0,1,2,0.64,0.65,0.2537,332,626,3,1,6869,Weekday,0.04833309069733586,Off-Peak Hours,Medium
14891,2012-09-17,15,0,1,2,0.64,0.65,0.2537,338,626,3,1,6869,Weekday,0.04920658028825157,Off-Peak Hours,Medium
14892,2012-09-17,16,0,1,2,0.64,0.69,0.2537,453,626,3,1,6869,Weekday,0.06594846411413598,Off-Peak Hours,Medium
14893,2012-09-17,17,0,1,2,0.64,0.65,0.2239,842,626,3,1,6869,Weekday,0.12257970592517106,Peak Hours,Medium
14894,2012-09-17,18,0,1,2,0.62,0.73,0.1642,774,626,3,1,6869,Weekday,0.11268015722812637,Peak Hours,Medium
14895,2012-09-17,19,0,1,2,0.62,0.73,0.1045,486,626,3,1,6869,Weekday,0.07075265686417237,Peak Hours,Medium
14896,2012-09-17,20,0,1,2,0.62,0.73,0.1343,340,626,3,1,6869,Weekday,0.04949774348522347,Off-Peak Hours,Medium
14897,2012-09-17,21,0,1,3,0.62,0.83,0.2239,233,626,3,1,6869,Weekday,0.03392051244722667,Off-Peak Hours,Medium
14898,2012-09-17,22,0,1,3,0.62,0.83,0.2537,129,626,3,1,6869,Weekday,0.018780026204687727,Off-Peak Hours,Medium
14899,2012-09-17,23,0,1,3,0.6,0.94,0.2537,70,626,3,1,6869,Weekday,0.010190711894016597,Off-Peak Hours,Medium
14900,2012-09-18,0,0,1,3,0.6,0.94,0.2537,13,627,3,2,4073,Weekday,0.0031917505524183647,Off-Peak Hours,Medium
14901,2012-09-18,1,0,1,3,0.6,0.94,0.194,5,627,3,2,4073,Weekday,0.0012275963663147557,Off-Peak Hours,Medium
14902,2012-09-18,2,0,1,3,0.6,0.94,0.194,4,627,3,2,4073,Weekday,0.0009820770930518046,Off-Peak Hours,Medium
14903,2012-09-18,3,0,1,2,0.62,0.94,0.2836,6,627,3,2,4073,Weekday,0.0014731156395777069,Off-Peak Hours,Medium
14904,2012-09-18,4,0,1,2,0.62,0.94,0.3582,7,627,3,2,4073,Weekday,0.001718634912840658,Off-Peak Hours,Medium
14905,2012-09-18,5,0,1,2,0.64,0.89,0.3284,48,627,3,2,4073,Weekday,0.011784925116621655,Off-Peak Hours,Medium
14906,2012-09-18,6,0,1,2,0.64,0.89,0.3284,167,627,3,2,4073,Weekday,0.041001718634912844,Off-Peak Hours,Medium
14907,2012-09-18,7,0,1,2,0.64,0.89,0.4478,356,627,3,2,4073,Weekday,0.08740486128161061,Peak Hours,Medium
14908,2012-09-18,8,0,1,2,0.66,0.83,0.5522,672,627,3,2,4073,Weekday,0.16498895163270316,Peak Hours,Medium
14909,2012-09-18,9,0,1,2,0.66,0.83,0.5821,293,627,3,2,4073,Weekday,0.07193714706604469,Peak Hours,Medium
14910,2012-09-18,10,0,1,3,0.68,0.79,0.6418,160,627,3,2,4073,Weekday,0.03928308372207218,Off-Peak Hours,High
14911,2012-09-18,11,0,1,2,0.68,0.79,0.6418,151,627,3,2,4073,Weekday,0.03707341026270562,Off-Peak Hours,High
14912,2012-09-18,12,0,1,3,0.68,0.83,0.4478,88,627,3,2,4073,Weekday,0.0216056960471397,Off-Peak Hours,High
14913,2012-09-18,13,0,1,2,0.7,0.74,0.5821,114,627,3,2,4073,Weekday,0.027989197151976432,Off-Peak Hours,High
14914,2012-09-18,14,0,1,3,0.6,0.94,0.4627,143,627,3,2,4073,Weekday,0.035109256076602015,Off-Peak Hours,Medium
14915,2012-09-18,15,0,1,3,0.6,0.88,0.2537,36,627,3,2,4073,Weekday,0.00883869383746624,Off-Peak Hours,Medium
14916,2012-09-18,16,0,1,3,0.6,0.88,0.2985,141,627,3,2,4073,Weekday,0.03461821753007611,Off-Peak Hours,Medium
14917,2012-09-18,17,0,1,3,0.6,0.88,0.194,338,627,3,2,4073,Weekday,0.08298551436287749,Peak Hours,Medium
14918,2012-09-18,18,0,1,2,0.6,0.88,0.1642,281,627,3,2,4073,Weekday,0.06899091578688928,Peak Hours,Medium
14919,2012-09-18,19,0,1,2,0.6,0.88,0.2985,324,627,3,2,4073,Weekday,0.07954824453719617,Peak Hours,Medium
14920,2012-09-18,20,0,1,2,0.6,0.88,0.194,290,627,3,2,4073,Weekday,0.07120058924625583,Off-Peak Hours,Medium
14921,2012-09-18,21,0,1,2,0.6,0.88,0.194,207,627,3,2,4073,Weekday,0.05082248956543089,Off-Peak Hours,Medium
14922,2012-09-18,22,0,1,3,0.58,0.83,0.4627,151,627,3,2,4073,Weekday,0.03707341026270562,Off-Peak Hours,Medium
14923,2012-09-18,23,0,1,2,0.56,0.83,0.2239,78,627,3,2,4073,Weekday,0.019150503314510188,Off-Peak Hours,Medium
14924,2012-09-19,0,0,1,2,0.56,0.68,0.2836,26,628,3,3,7591,Weekday,0.0034251086813331575,Off-Peak Hours,Medium
14925,2012-09-19,1,0,1,2,0.54,0.68,0.2537,12,628,3,3,7591,Weekday,0.0015808193913845344,Off-Peak Hours,Medium
14926,2012-09-19,2,0,1,2,0.54,0.64,0.3284,3,628,3,3,7591,Weekday,0.0003952048478461336,Off-Peak Hours,Medium
14927,2012-09-19,3,0,1,2,0.52,0.63,0.2537,5,628,3,3,7591,Weekday,0.0006586747464102226,Off-Peak Hours,Medium
14928,2012-09-19,4,0,1,2,0.52,0.68,0.3582,10,628,3,3,7591,Weekday,0.0013173494928204453,Off-Peak Hours,Medium
14929,2012-09-19,5,0,1,2,0.52,0.68,0.2836,56,628,3,3,7591,Weekday,0.007377157159794493,Off-Peak Hours,Medium
14930,2012-09-19,6,0,1,1,0.52,0.63,0.2537,172,628,3,3,7591,Weekday,0.022658411276511657,Off-Peak Hours,Medium
14931,2012-09-19,7,0,1,1,0.52,0.63,0.2239,545,628,3,3,7591,Weekday,0.07179554735871427,Peak Hours,Medium
14932,2012-09-19,8,0,1,1,0.52,0.59,0.2239,797,628,3,3,7591,Weekday,0.10499275457778949,Peak Hours,Medium
14933,2012-09-19,9,0,1,1,0.54,0.6,0.2537,362,628,3,3,7591,Weekday,0.04768805164010012,Peak Hours,Medium
14934,2012-09-19,10,0,1,1,0.56,0.52,0.194,192,628,3,3,7591,Weekday,0.02529311026215255,Off-Peak Hours,Medium
14935,2012-09-19,11,0,1,1,0.6,0.43,0.2537,247,628,3,3,7591,Weekday,0.032538532472665,Off-Peak Hours,Medium
14936,2012-09-19,12,0,1,1,0.6,0.43,0.2537,313,628,3,3,7591,Weekday,0.04123303912527994,Off-Peak Hours,Medium
14937,2012-09-19,13,0,1,1,0.6,0.4,0.2537,289,628,3,3,7591,Weekday,0.038071400342510865,Off-Peak Hours,Medium
14938,2012-09-19,14,0,1,1,0.62,0.38,0.2537,286,628,3,3,7591,Weekday,0.037676195494664735,Off-Peak Hours,Medium
14939,2012-09-19,15,0,1,1,0.62,0.35,0.0,311,628,3,3,7591,Weekday,0.040969569226715845,Off-Peak Hours,Medium
14940,2012-09-19,16,0,1,1,0.62,0.35,0.0,466,628,3,3,7591,Weekday,0.06138848636543275,Off-Peak Hours,Medium
14941,2012-09-19,17,0,1,1,0.6,0.38,0.2239,886,628,3,3,7591,Weekday,0.11671716506389145,Peak Hours,Medium
14942,2012-09-19,18,0,1,1,0.58,0.4,0.2836,892,628,3,3,7591,Weekday,0.11750757475958372,Peak Hours,Medium
14943,2012-09-19,19,0,1,1,0.56,0.43,0.2239,611,628,3,3,7591,Weekday,0.0804900540113292,Peak Hours,Medium
14944,2012-09-19,20,0,1,1,0.52,0.48,0.1642,409,628,3,3,7591,Weekday,0.05387959425635621,Off-Peak Hours,Medium
14945,2012-09-19,21,0,1,1,0.5,0.59,0.1642,349,628,3,3,7591,Weekday,0.04597549729943354,Off-Peak Hours,Medium
14946,2012-09-19,22,0,1,1,0.5,0.63,0.0896,229,628,3,3,7591,Weekday,0.030167303385588196,Off-Peak Hours,Medium
14947,2012-09-19,23,0,1,1,0.48,0.67,0.0896,123,628,3,3,7591,Weekday,0.016203398761691478,Off-Peak Hours,Medium
14948,2012-09-20,0,0,1,1,0.5,0.63,0.0,58,629,3,4,7720,Weekday,0.007512953367875648,Off-Peak Hours,Medium
14949,2012-09-20,1,0,1,1,0.46,0.72,0.1045,18,629,3,4,7720,Weekday,0.00233160621761658,Off-Peak Hours,Medium
14950,2012-09-20,2,0,1,1,0.46,0.72,0.0896,11,629,3,4,7720,Weekday,0.0014248704663212435,Off-Peak Hours,Medium
14951,2012-09-20,3,0,1,1,0.44,0.77,0.0,6,629,3,4,7720,Weekday,0.0007772020725388601,Off-Peak Hours,Medium
14952,2012-09-20,4,0,1,1,0.44,0.77,0.1045,6,629,3,4,7720,Weekday,0.0007772020725388601,Off-Peak Hours,Medium
14953,2012-09-20,5,0,1,1,0.44,0.77,0.1045,56,629,3,4,7720,Weekday,0.007253886010362694,Off-Peak Hours,Medium
14954,2012-09-20,6,0,1,1,0.44,0.77,0.0,170,629,3,4,7720,Weekday,0.022020725388601035,Off-Peak Hours,Medium
14955,2012-09-20,7,0,1,1,0.46,0.82,0.1045,534,629,3,4,7720,Weekday,0.06917098445595855,Peak Hours,Medium
14956,2012-09-20,8,0,1,1,0.5,0.68,0.0896,790,629,3,4,7720,Weekday,0.10233160621761658,Peak Hours,Medium
14957,2012-09-20,9,0,1,1,0.56,0.6,0.0896,355,629,3,4,7720,Weekday,0.04598445595854922,Peak Hours,Medium
14958,2012-09-20,10,0,1,1,0.58,0.53,0.0896,190,629,3,4,7720,Weekday,0.02461139896373057,Off-Peak Hours,Medium
14959,2012-09-20,11,0,1,1,0.62,0.43,0.0,243,629,3,4,7720,Weekday,0.03147668393782383,Off-Peak Hours,Medium
14960,2012-09-20,12,0,1,1,0.62,0.43,0.1343,290,629,3,4,7720,Weekday,0.03756476683937824,Off-Peak Hours,Medium
14961,2012-09-20,13,0,1,1,0.64,0.44,0.1343,336,629,3,4,7720,Weekday,0.043523316062176166,Off-Peak Hours,Medium
14962,2012-09-20,14,0,1,1,0.64,0.47,0.194,298,629,3,4,7720,Weekday,0.03860103626943005,Off-Peak Hours,Medium
14963,2012-09-20,15,0,1,1,0.66,0.47,0.194,291,629,3,4,7720,Weekday,0.037694300518134716,Off-Peak Hours,Medium
14964,2012-09-20,16,0,1,1,0.64,0.47,0.1642,457,629,3,4,7720,Weekday,0.059196891191709844,Off-Peak Hours,Medium
14965,2012-09-20,17,0,1,1,0.64,0.5,0.2239,976,629,3,4,7720,Weekday,0.12642487046632125,Peak Hours,Medium
14966,2012-09-20,18,0,1,1,0.6,0.56,0.2537,900,629,3,4,7720,Weekday,0.11658031088082901,Peak Hours,Medium
14967,2012-09-20,19,0,1,1,0.58,0.6,0.2239,603,629,3,4,7720,Weekday,0.07810880829015544,Peak Hours,Medium
14968,2012-09-20,20,0,1,1,0.56,0.64,0.1343,417,629,3,4,7720,Weekday,0.05401554404145078,Off-Peak Hours,Medium
14969,2012-09-20,21,0,1,1,0.56,0.64,0.194,274,629,3,4,7720,Weekday,0.035492227979274614,Off-Peak Hours,Medium
14970,2012-09-20,22,0,1,1,0.54,0.73,0.1045,287,629,3,4,7720,Weekday,0.037176165803108806,Off-Peak Hours,Medium
14971,2012-09-20,23,0,1,1,0.54,0.68,0.1045,154,629,3,4,7720,Weekday,0.01994818652849741,Off-Peak Hours,Medium
14972,2012-09-21,0,0,1,1,0.54,0.68,0.0,66,630,3,5,8167,Weekday,0.008081302803967185,Off-Peak Hours,Medium
14973,2012-09-21,1,0,1,1,0.52,0.72,0.0,49,630,3,5,8167,Weekday,0.005999755112036244,Off-Peak Hours,Medium
14974,2012-09-21,2,0,1,1,0.52,0.72,0.0,14,630,3,5,8167,Weekday,0.0017142157462960695,Off-Peak Hours,Medium
14975,2012-09-21,3,0,1,1,0.5,0.77,0.0896,12,630,3,5,8167,Weekday,0.0014693277825394882,Off-Peak Hours,Medium
14976,2012-09-21,4,0,1,1,0.5,0.77,0.0,10,630,3,5,8167,Weekday,0.0012244398187829068,Off-Peak Hours,Medium
14977,2012-09-21,5,0,1,1,0.5,0.82,0.0,49,630,3,5,8167,Weekday,0.005999755112036244,Off-Peak Hours,Medium
14978,2012-09-21,6,0,1,1,0.5,0.77,0.0896,165,630,3,5,8167,Weekday,0.02020325700991796,Off-Peak Hours,Medium
14979,2012-09-21,7,0,1,1,0.52,0.77,0.0,503,630,3,5,8167,Weekday,0.061589322884780216,Peak Hours,Medium
14980,2012-09-21,8,0,1,1,0.54,0.73,0.1343,757,630,3,5,8167,Weekday,0.09269009428186605,Peak Hours,Medium
14981,2012-09-21,9,0,1,1,0.58,0.68,0.1343,383,630,3,5,8167,Weekday,0.046896045059385334,Peak Hours,Medium
14982,2012-09-21,10,0,1,1,0.62,0.61,0.2239,225,630,3,5,8167,Weekday,0.027549895922615402,Off-Peak Hours,Medium
14983,2012-09-21,11,0,1,1,0.66,0.57,0.2239,321,630,3,5,8167,Weekday,0.039304518182931306,Off-Peak Hours,Medium
